id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
78165,78401,143275,5953,,7Del Sco,Dschubba,16.005557,-22.62171,150.6024,-8.67,-36.9,-7.0,2.29,-3.599,B0.2IV,-0.117,-69.332609,-120.492107,-57.928452,0.00000298,0.00001787,-0.00002211,4.190245125208222,-0.39482331934217,-0.0000000420333461,-0.000000178896248,Del,7,Sco,1,78165,,2396.624529408638,Del,2.299,2.279
82144,82396,151680,6241,,26Eps Sco,Larawag,16.83608,-34.293232,19.5351,-611.83,-255.87,-3.0,2.29,0.836,K2IIIb,1.144,-4.842163,-15.39568,-11.006616,-0.00005042,0.00003282,-0.00001829,4.407675434439009,-0.598529803311685,-0.0000029662355417,-0.000001240492764,Eps,26,Sco,1,82144,,40.3273792976113,,,
71634,71860,129056,5469,,Alp Lup,Uridim,14.698823,-47.3882,142.4501,-21.15,-24.22,5.0,2.3,-3.468,B1.5III,-0.154,-73.354913,-62.611867,-104.837277,-0.00000275,0.00001685,-0.00001509,3.848142761791683,-0.8270801174413888,-0.0000001025380934,-0.000000117421873,Alp,,Lup,1,71634,,2124.222477388697,Alp,2.311,2.281
71125,71352,127972,5440,,Eta Cen,,14.591786,-42.157824,93.7207,-35.31,-32.44,0.0,2.33,-2.529,B1Vn + A,-0.157,-54.086167,-43.605833,-62.903,-0.00000237,0.0000187,-0.00001093,3.820120736107532,-0.7357928411436238,-0.0000001711877106,-0.000000157273557,Eta,,Cen,1,71125,,894.5404837788689,Eta,2.378,2.308
53754,53910,95418,4295,GJ 9343,48Bet UMa,Merak,11.030677,56.382427,24.4499,81.66,33.74,-12.0,2.34,0.399,A1V,0.033,-13.103033,3.398358,20.360601,0.00000737,-0.00001191,-0.00000801,2.887824569114951,0.9840589862911813,0.0000003958988515,0.000000163576135,Bet,48,UMa,1,53754,,60.311481961781745,,,
71879,72105,129988,5505,,36Eps Boo,Izar,14.749784,27.074222,62.1118,-50.65,20.0,-23.0,2.35,-1.616,A0,0.966,-41.582771,-36.462926,28.269741,0.00000775,0.00002708,-0.00000534,3.8614843383663695,0.47253432342394,-0.0000002455581292,0.000000096962736,Eps,36,Boo,1,71879,,385.83355990535125,,,
106972,107315,206778,8308,,8Eps Peg,Enif,21.736433,9.875011,211.4165,30.02,1.38,5.0,2.38,-4.246,K2Ibvar,1.52,172.769915,-116.330918,36.25782,0.00002116,0.00002284,0.00000227,5.690584775484336,0.17235145954124498,0.0000001455410669,0.000000006690428,Eps,8,Peg,1,106972,,4349.106072324538,Eps,2.404,2.364
86403,86670,160578,6580,,Kap Sco,,17.708132,-39.029983,148.1481,-6.49,-25.55,-14.0,2.39,-3.463,B1.5III,-0.171,-8.785101,-114.747994,-93.292778,-0.00000292,0.00002297,-0.00000524,4.635978167686431,-0.6812017098615812,-0.0000000314644079,-0.000000123869895,Kap,,Sco,1,86403,,2114.462561652589,Kap,2.404,2.384
2076,2081,2261,99,,Alp Phe,Ankaa,0.438056,-42.305981,25.974,232.76,-353.64,75.0,2.4,0.327,K0III...,1.083,19.083654,2.198282,-17.483284,0.00002323,0.00003218,-0.00008456,0.11468290295782503,-0.7383786688321162,0.0000011284523229,-0.000001714495099,Alp,,Phe,1,2076,,64.44659847416881,,,
57828,58001,103287,4554,,64Gam UMa,Phecda,11.897168,53.69476,25.5037,107.76,11.16,-13.0,2.41,0.377,A0V SB,0.044,-15.094867,0.406425,20.552678,0.00000862,-0.00001356,-0.0000099,3.1146712453081937,0.9371503534205525,0.0000005224352222,0.000000054105206,Gam,64,UMa,1,57828,,61.54602373713163,,,
83755,84012,155125,6378,Gl 656.1A,35Eta Oph,Sabik,17.172968,-15.72491,27.0929,41.16,97.65,-2.4,2.43,0.266,A2.5Va,0.059,-5.602493,-25.470005,-7.342684,0.00000504,-0.00000225,0.00001301,4.495872618056471,-0.27445145757010875,0.0000001995493109,0.000000473420559,Eta,35,Oph,1,83755,Gl 656.1,68.17105263058534,,,
113521,113881,217906,8775,,53Bet Peg,Scheat,23.062901,28.082789,60.0962,187.76,137.61,9.0,2.44,-1.454,M2II-IIIvar,1.655,51.433435,-12.877612,28.290136,0.00000286,0.00005567,0.0000397,6.037853304003958,0.49013713158091876,0.0000009102861666,0.000000667152105,Bet,53,Peg,1,113521,,332.35330357747745,Bet,2.584,2.384
35806,35904,58350,2827,,31Eta CMa,Aludra,7.401584,-29.303104,609.7561,-3.76,6.66,41.0,2.45,-6.476,B5Ia,-0.083,-190.762166,496.337122,-298.432917,-0.0000062,0.00004711,-0.00000336,1.9377301884962992,-0.5114356374748288,-0.0000000182289944,0.000000032288591,Eta,31,CMa,1,35806,,33915.6386905822,Eta,2.509,2.409
104861,105199,203280,8162,Gl 826,5Alp Cep,Alderamin,21.30963,62.585573,15.0376,149.91,48.27,-11.5,2.45,1.564,A7IV-V,0.257,5.276111,-4.483201,13.348778,0.00000057,0.00001386,-0.00000882,5.578848152361649,1.0923243046711761,0.0000007267841885,0.000000234019563,Alp,5,Cep,1,104861,,20.62528697846573,,,
45809,45941,81188,3734,,Kap Vel,Markeb,9.368562,-55.010668,175.4386,-10.72,11.24,22.0,2.47,-3.751,B2IV,-0.141,-77.65777,63.951481,-143.729782,-0.00001021,0.00002022,-0.00001295,2.4526837752447674,-0.9601172781857512,-0.0000000519720266,0.000000054493057,Kap,,Vel,1,45809,,2756.7666102901003,,,
102157,102488,197989,7949,Gl 806.1A,53Eps Cyg,Aljanah,20.770178,33.970256,22.2916,356.16,330.28,-10.9,2.48,0.739,K0III,1.021,12.262597,-13.834612,12.455654,0.00000944,0.00004737,0.00002337,5.43761981873354,0.59289281587296,0.0000017267124047,0.000001601242624,Eps,53,Cyg,1,102157,Gl 806.1,44.09608164506378,,,
113603,113963,218045,8781,,54Alp Peg,Markab,23.079348,15.205264,40.8831,61.1,-42.56,-4.0,2.49,-0.568,B9.5III,-0.002,38.311434,-9.417123,10.722722,0.00000121,0.00001217,-0.00000921,6.042159145935139,0.2653819265538575,0.0000002962211588,-0.000000206336702,Alp,54,Peg,1,113603,,146.96028989796503,,,
14100,14135,18884,911,,92Alp Cet,Menkar,3.037992,4.089734,76.3942,-11.81,-78.76,-26.0,2.54,-1.875,M2III,1.63,53.342561,54.414384,5.448321,-0.00001399,-0.00002052,-0.00003099,0.7953445140056629,0.0713793229065275,-0.0000000572564957,-0.000000381839254,Alp,92,Cet,1,14100,,489.77881936844614,Alp,2.561,2.521
81130,81377,149757,6175,,13Zet Oph,,16.619316,-10.56709,112.2334,13.07,25.44,-15.0,2.54,-2.711,O9.5V,0.038,-39.017319,-103.200447,-20.582092,0.00001109,0.00000922,0.00001642,4.350926751445045,-0.18443051180475,0.000000063365148,0.0000001233366,Zet,13,Oph,1,81130,,1057.791322499501,Zet,2.55,2.52
67786,68002,121263,5231,,Zet Cen,Leepwal,13.925667,-47.288375,117.096,-57.14,-44.75,7.0,2.55,-2.793,B2.5IV,-0.176,-69.545858,-38.36753,-86.039492,-0.00000358,0.00003507,-0.00002249,3.6457311140528006,-0.8253378423485674,-0.0000002770225371,-0.000000216954122,Zet,,Cen,1,67786,,1140.7750129221204,,,
54712,54872,97603,4357,Gl 419,68Del Leo,Zosma,11.235138,20.523717,17.9147,143.31,-130.43,-20.2,2.56,1.294,A4V,0.128,-16.442201,3.337108,6.280742,0.00001259,-0.00001526,-0.00001785,2.941352165381749,0.3582064320032738,0.0000006947864856,-0.000000632342483,Del,68,Leo,1,54712,,26.448436268543603,,,
78580,78820,144217,5984,,8Bet1Sco,Acrab,16.09062,-19.805453,123.9157,-6.75,-24.89,-1.0,2.56,-2.906,B0.5V,-0.065,-55.881427,-102.320756,-41.98604,-0.00000067,0.00000723,-0.00001372,4.21251438265692,-0.34567036986359373,-0.0000000327249234,-0.000000120670125,Bet-1,8,Sco,1,78580,,1265.9017493002452,,,
25920,25985,36673,1865,,11Alp Lep,Arneb,5.545504,-17.822289,680.2721,3.27,1.54,24.0,2.58,-6.583,F0Ib,0.211,76.877195,643.047236,-208.208,-0.00000775,0.00002603,-0.00000268,1.4518096517173142,-0.3110576146713625,0.0000000158534074,0.00000000746613,Alp,11,Lep,1,25920,,37428.29122408052,,,
59016,59196,105435,4621,,Del Cen,,12.13931,-50.722425,127.2265,-47.53,-6.42,11.0,2.58,-2.943,B2IVne,-0.128,-80.490795,-2.936809,-98.48459,-0.00000512,0.00002915,-0.00001122,3.178063913720504,-0.8852733293440825,-0.0000002304319424,-0.000000031125038,Del,,Cen,1,59016,,1309.784962399686,Del,2.626,2.496
59621,59803,106625,4662,,4Gam Crv,Gienah,12.263437,-17.541929,47.1032,-159.58,22.31,-4.0,2.58,-0.785,B8III,-0.107,-44.805937,-3.095058,-14.197066,-0.00000015,0.00003652,0.00000609,3.2105604074253753,-0.306164425583095,-0.0000007736656714,0.000000108161932,Gam,4,Crv,1,59621,,179.47336268325265,,,
93213,93506,176687,7194,,38Zet Sgr,Ascella,19.043532,-29.880105,27.0416,-14.1,3.66,22.0,2.6,0.44,A3IV,0.062,6.326274,-22.577554,-13.471863,0.00000355,-0.00001951,-0.00001079,4.985585011861122,-0.521506218738425,-0.000000068358729,0.00000001774418,Zet,38,Sgr,1,93213,,58.07644175213118,,,
74556,74785,135742,5685,,27Bet Lib,Zubeneschamali,15.283449,-9.382917,56.7537,-96.39,-20.76,-35.0,2.61,-1.16,B8V,-0.071,-36.549398,-42.420251,-9.252607,0.00000357,0.00004477,0.0000002,4.001197527020817,-0.16376280166405,-0.0000004673119067,-0.00000010064732,Bet,27,Lib,1,74556,,253.51286304979072,,,
76835,77070,140573,5854,Gl 596.2,24Alp Ser,Unukalhai,15.737798,6.425627,22.6757,134.66,44.14,2.7,2.63,0.852,K2III,1.167,-12.5786,-18.695648,2.537718,0.00001105,-0.00001009,0.00000513,4.120145986438394,0.11214834647163249,0.0000006528501022,0.000000213996758,Alp,24,Ser,1,76835,,39.73745050614631,,,
8884,8903,11636,553,Gl 80,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,96.32,-108.8,-4.0,2.64,1.365,A5V...,0.165,14.752622,8.063457,6.389157,-0.00000443,0.00000715,-0.00001032,0.5002117420096996,0.363168721573765,0.0000004669725371,-0.000000527477284,Bet,6,Ari,1,8884,,24.774220576332848,,,
26569,26634,37795,1956,,Alp Col,Phact,5.660817,-34.074108,80.1282,-0.1,-24.05,35.0,2.65,-1.869,B7IV,-0.12,5.885917,66.110037,-44.89318,0.0000022,0.00002432,-0.00002779,1.4819983267578802,-0.5947053712297875,-0.0000000004848137,-0.00000011659769,Alp,,Col,1,26569,,487.07966649253666,,,
28309,28380,40312,2095,,37The Aur,Mahasim,5.995351,37.212585,50.7614,42.09,-73.61,30.0,2.65,-0.878,A0p Si,-0.083,0.049188,40.426416,30.69934,-0.00001031,0.0000354,0.00000413,1.5695791535081838,0.6494821333756875,0.0000002040580781,-0.00000035687135,The,37,Aur,1,28309,,195.52396696208865,The,2.66,2.63
61166,61359,109379,4786,,9Bet Crv,Kraz,12.573121,-23.396759,44.6628,0.86,-56.0,-8.0,2.65,-0.6,G5II,0.893,-40.529889,-6.127261,-17.73539,0.00001221,0.00000166,-0.00000788,3.2916353004822296,-0.40835048058703377,0.0000000041693977,-0.000000271495661,Bet,9,Crv,1,61166,,151.3561248436207,,,
6672,6686,8538,403,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,297.24,-49.49,7.0,2.66,0.24,A5Vv SB,0.16,14.082378,5.53413,26.457567,-0.00000685,0.0000445,0.00000258,0.37442958727661074,1.0513040155749624,0.0000014410601841,-0.00000023993429,Del,37,Cas,1,6672,,69.82324040771711,Del,2.666,2.656
67711,67927,121370,5235,Gl 534,8Eta Boo,Muphrid,13.911411,18.397717,11.396,-60.95,-358.1,1.0,2.68,2.396,G0IV,0.58,-9.487671,-5.188142,3.596709,-0.00000795,-0.00000051,-0.00001845,3.64199895242804,0.3211007359693375,-0.0000002954939383,-0.00000173611779,Eta,8,Boo,1,67711,,9.585173976856456,,,
73046,73273,132058,5571,,Bet Lup,,14.975537,-43.13396,117.3709,-34.06,-38.3,-0.8,2.68,-2.668,B2III,-0.184,-60.951955,-60.176134,-80.247234,-0.00000259,0.00002468,-0.00001534,3.9205864841340285,-0.7528296217318413,-0.0000001651275396,-0.000000185683639,Bet,,Lup,1,73046,,1016.716800466376,,,
22961,23015,31398,1577,,3Iot Aur,Hassaleh,4.949894,33.16609,151.2859,3.63,-18.54,18.0,2.69,-3.209,K3IIvar,1.49,34.378539,121.884168,82.763748,0.00000364,0.00002271,-0.00000131,1.2958792109889454,0.57885747451101,0.0000000175987366,-0.000000089884456,Iot,3,Aur,1,22961,,1673.4009068393123,,,
52575,52727,93497,4216,,Mu  Vel,,10.779488,-49.420255,35.9195,62.55,-53.57,6.0,2.69,-0.087,G5III SB,0.901,-22.183186,7.339648,-27.280949,-0.00000048,-0.00001131,-0.00001073,2.8220634854458755,-0.86254617150352,0.0000003032509572,-0.000000259714688,Mu,,Vel,1,52575,,94.36262202767266,,,
61392,61585,109668,4798,,Alp Mus,,12.619739,-69.135564,96.7118,-39.87,-12.44,13.0,2.69,-2.237,B2IV-V,-0.176,-33.992375,-5.563974,-90.370102,-0.00000231,0.00001856,-0.0000145,3.3038399426668734,-1.2066432167196837,-0.0000001932952144,-0.000000060310821,Alp,,Mus,1,61392,,683.5967668381046,Alp,2.7,2.69
85436,85696,158408,6508,,34Ups Sco,Lesath,17.512732,-37.295811,176.6784,-4.19,-29.14,8.0,2.7,-3.536,B2IV,-0.179,-17.880984,-139.40881,-107.054828,-0.00000246,0.000009,-0.00002481,4.584822594255185,-0.6509346981536775,-0.0000000203136932,-0.000000141274706,Ups,34,Sco,1,85436,,2261.5177461083626,,,
35169,35264,56855,2773,,Pi  Pup,,7.285711,-37.09747,247.5248,-10.57,7.0,16.0,2.71,-4.258,K3Ib,1.616,-65.206299,186.349551,-149.300305,0.00000599,0.00002129,-0.00000317,1.9073945586079473,-0.6474729920516262,-0.000000051244806,0.000000033936957,Pi,,Pup,1,35169,,4397.440784473689,Pi,2.741,2.681
89653,89931,168454,6859,,19Del Sgr,Kaus Media,18.3499,-29.828103,106.6098,29.96,-26.38,-20.0,2.72,-2.419,K3III,1.38,8.460232,-92.098382,-53.027575,0.00001318,0.00002584,-0.00000165,4.803992512939064,-0.5205986100711699,0.0000001452501787,-0.000000127893848,Del,19,Sgr,1,89653,,808.3510373900685,,,
96970,97278,186791,7525,,50Gam Aql,Tarazed,19.770994,10.613261,121.0654,15.72,-3.08,-2.0,2.72,-2.695,K3II,1.507,53.215608,-106.431852,22.297682,0.0000075,0.00000563,-0.00000215,5.1760341858612176,0.18523635134271627,0.0000000762127106,-0.000000014932261,Gam,50,Aql,1,96970,,1042.3174293933046,,,
79352,79593,146051,6056,,1Del Oph,Yed Prior,16.239094,-3.694323,52.4659,-45.83,-142.91,-20.0,2.73,-0.869,M1III,1.584,-23.290749,-46.890988,-3.380547,-0.00000032,0.00002556,-0.00003495,4.251384941836539,-0.06447809841326249,-0.0000002221901098,-0.00000069284723,Del,1,Oph,1,79352,,193.9099078614849,,,
80089,80331,148387,6132,Gl 624.1A,14Eta Dra,Athebyne,16.39986,61.514213,28.2326,-16.98,56.68,-13.7,2.73,0.476,G8III,0.91,-5.477258,-12.300885,24.814526,0.00000337,0.00001328,-0.00000862,4.2934733706880746,1.0736255544334474,-0.000000082321363,0.000000274792394,Eta,14,Dra,1,80089,Gl 624.1,56.182362813422785,,,
52268,52419,93030,4199,,The Car,,10.715949,-64.39445,139.6648,-18.87,12.06,24.0,2.74,-2.985,B0Vp,-0.22,-56.980945,19.910719,-125.948607,-0.00001275,0.00001799,-0.00001861,2.805428832512012,-1.1238951714003713,-0.0000000914843415,0.000000058468529,The,,Car,1,52268,,1361.4446824659497,,,
61748,61941,110379,4825,Gl 482A,29Gam Vir,Porrima,12.694345,-1.449375,11.685,-616.66,60.66,-19.9,2.74,2.402,F0V+...,0.368,-11.488622,-2.111702,-0.295552,0.00001361,0.00003802,0.00000395,3.3233717735446278,-0.0252963627301925,-0.0000029896520425,0.000000294087978,Gam,29,Vir,1,61748,Gl 482,9.532350439205146,,,
26176,26241,37043,1899,,44Iot Ori,Hatysa,5.590551,-5.909901,714.2857,2.27,-0.62,22.0,2.75,-6.519,O9III,-0.21,76.014147,706.411475,-73.54604,-0.00000544,0.00002287,-0.00000445,1.4636027422961173,-0.10314723630113501,0.0000000110052705,-0.000000003005844,Iot,44,Ori,1,26176,,35285.8025828527,,,
64904,65109,115892,5028,Gl 508.1,Iot Cen,Kulou,13.343296,-36.712295,18.0213,-340.76,-87.98,0.1,2.75,1.471,A2V,0.068,-13.562569,-4.976416,-10.773082,-0.00000602,0.0000295,-0.00000622,3.4932668045528934,-0.640750421216915,-0.0000016520510979,-0.000000426539076,Iot,,Cen,1,64904,,22.469841036401558,,,
72396,72622,130841,5531,Gl 564.1,9Alp2Lib,Zubenelgenubi,14.847977,-16.041778,23.2396,-105.69,-69.0,-46.7,2.75,0.919,A3IV,0.147,-16.408581,-15.151818,-6.421874,0.00002722,0.00004135,0.00000573,3.887191169503684,-0.27998184606259124,-0.000000512399579,-0.000000334521439,Alp-2,9,Lib,1,72396,,37.35940922587999,,,
86475,86742,161096,6603,,60Bet Oph,Cebalrai,17.724543,4.567303,25.0941,-40.67,158.8,-12.0,2.76,0.762,K2III,1.168,-1.802333,-24.949291,1.998237,-0.00000394,0.00001409,0.00001828,4.640274382729916,0.079714471486085,-0.0000001971737239,0.000000769884124,Bet,60,Oph,1,86475,,43.171784447092264,,,
23820,23875,33111,1666,GJ 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,-83.39,-75.44,-9.2,2.78,0.591,A3IIIvar,0.161,6.156194,26.585876,-2.429001,0.00000848,-0.00001249,-0.00000915,1.3432479534963782,-0.0887752322551,-0.0000004042861282,-0.00000036574344,Bet,67,Eri,1,23820,,50.53589947531675,,,
80571,80816,148856,6148,,27Bet Her,Kornephoros,16.503668,21.489613,42.6621,-98.43,-14.49,-26.0,2.78,-0.37,G8III,0.947,-15.155861,-36.689058,15.62843,-0.00000979,0.00002963,-0.00001253,4.320650131481575,0.3750645053168575,-0.0000004772021058,-0.000000070249502,Bet,27,Her,1,80571,,122.4616199265049,,,
84086,84345,156014,6406,,64Alp1Her,Rasalgethi,17.244127,14.390333,110.2536,-6.71,32.78,-33.0,2.78,-2.432,M5IIvar,1.164,-20.995512,-104.709944,27.400863,0.00000377,0.00003703,0.00000858,4.514501981353768,0.251158687566835,-0.000000032530998,0.000000158921924,Alp-1,64,Her,1,84086,,818.0879579457477,Alp,2.967,2.567
59565,59747,106490,4656,,Del Cru,Imai,12.252427,-58.748928,105.8201,-36.68,-10.72,22.0,2.79,-2.333,B2IV,-0.193,-54.778605,-3.62525,-90.466,-0.0000082,0.00001831,-0.00002209,3.207677761990492,-1.0253622207552275,-0.000000177829658,-0.000000051972026,Del,,Cru,1,59565,,746.7925899308835,Del,2.794,2.784
85410,85670,159181,6536,,23Bet Dra,Rastaban,17.507213,52.301387,116.5501,-15.59,11.57,-20.0,2.79,-2.543,G2II,0.954,-9.169333,-70.678899,92.218765,-0.00000646,0.00001867,-0.00001219,4.583377711653538,0.9128314068132425,-0.0000000755824528,0.000000056092942,Bet,23,Dra,1,85410,,906.149802231998,,,
76065,76297,138690,5776,,Gam Lup,,15.585681,-41.166757,129.0323,-16.05,-25.52,2.0,2.8,-2.753,B2IV,-0.216,-57.388809,-78.369378,-84.935884,-0.0000028,0.00001317,-0.00001336,4.080321694139787,-0.7184954505889463,-0.0000000778125957,-0.000000123724451,Gam,,Lup,1,76065,,1099.5120668793497,,,
25542,25606,36079,1829,,9Bet Lep,Nihal,5.470756,-20.759441,49.1642,-5.03,-85.92,-14.0,2.81,-0.648,G5II,0.807,6.349344,45.531613,-17.425966,-0.00000166,-0.00002061,-0.00001407,1.4322406986213787,-0.3623205948292475,-0.0000000243861281,-0.000000416551914,Bet,9,Lep,1,25542,,158.1976398601154,,,
81444,81693,150680,6212,Gl 635A,40Zet Her,,16.688113,31.602726,10.7158,-462.58,345.05,-70.4,2.81,2.66,F9IV,0.65,-3.073152,-8.593139,5.615032,0.00000118,0.00007468,-0.00002246,4.368937793802669,0.5515716134340349,-0.0000022426511235,0.000001672849604,Zet,40,Her,1,81444,Gl 635,7.516228940182053,,,
2016,2021,2151,98,Gl 19,Bet Hyi,,0.427916,-77.254247,7.4588,2220.12,324.37,22.9,2.82,3.457,G2IV,0.618,1.635267,0.184517,-7.275205,0.00000754,0.00008163,-0.00002026,0.11202811014799156,-1.3483409638363189,0.0000107634454847,0.000001572590135,Bet,,Hyi,1,2016,,3.6074473386419155,,,
81020,81266,149438,6165,,23Tau Sco,Paikauhale,16.598043,-28.216016,145.3488,-8.59,-22.5,2.0,2.82,-2.992,B0V,-0.206,-45.960032,-119.546841,-68.7205,-0.00000361,0.00000749,-0.00001494,4.3453574616019175,-0.49246238447693247,-0.0000000416454952,-0.000000109083078,Tau,23,Sco,1,81020,,1370.2505971242451,,,
90217,90496,169916,6913,Gl 713.1,22Lam Sgr,Kaus Borealis,18.466179,-25.4217,23.9693,-44.81,-186.29,-43.2,2.82,0.922,K1IIIb,1.025,2.635486,-21.487046,-10.289309,-0.00001116,0.0000482,-0.00000058,4.83443427510616,-0.4436923676447937,-0.0000002172450103,-0.000000903159405,Lam,22,Sgr,1,90217,,37.25632384666037,,,
1065,1067,886,39,,88Gam Peg,Algenib,0.220598,15.183596,120.048,4.7,-8.24,4.0,2.83,-2.567,B2IV,-0.19,115.664183,6.687324,31.442127,0.00000504,0.00000303,-0.00000356,0.05775241337962613,0.2650037404493388,0.000000022786243,-0.000000039948647,Gam,88,Peg,1,1065,,926.4031007363994,Gam,2.846,2.816
39644,39757,67523,3185,,15Rho Pup,Tureis,8.125737,-24.304324,19.4818,-83.29,46.38,46.0,2.83,1.382,F2mF5IIp,0.458,-9.379037,15.076242,-8.018549,-0.00001692,0.00004209,-0.00001537,2.127312993738498,-0.4241904755048812,-0.0000004038013145,0.000000224856585,Rho,15,Pup,1,39644,,24.389337302789126,Rho,2.875,2.775
77716,77952,141891,5897,Gl 601A,Bet TrA,,15.919083,-63.430727,12.3778,-188.45,-401.92,0.4,2.83,2.367,F2III,0.315,-2.869157,-4.734869,-11.070637,0.00000141,0.00002415,-0.00001115,4.167606126725416,-1.10707502492751,-0.000000913631381,-0.000001948563144,Bet,,TrA,1,77716,Gl 601,9.844643639803781,,,
18201,18246,24398,1203,,44Zet Per,,3.9022,31.883635,230.4147,4.41,-9.15,20.0,2.84,-3.973,B1Ib,0.271,102.130978,166.878316,121.704179,0.00000768,0.00002199,0.00000213,1.021593644077479,0.5564744158460538,0.0000000213802833,-0.000000044360451,Zet,44,Per,1,18201,,3382.2055666965434,,,
84999,85258,157244,6461,,Bet Ara,,17.421665,-55.529884,198.0198,-8.23,-24.71,-0.4,2.84,-3.644,K3Ib-II,1.479,-16.904234,-110.792345,-163.251778,-0.00000483,0.00002075,-0.00001309,4.560981106873549,-0.969179308227775,-0.0000000399001659,-0.00000011979746,Bet,,Ara,1,84999,,2498.04351871415,,,
85530,85792,158427,6510,,Alp Ara,,17.530695,-49.876145,81.9672,-31.27,-67.15,0.0,2.84,-1.728,B2Vne,-0.136,-6.473763,-52.424912,-62.676478,-0.00000983,0.00002177,-0.0000172,4.589525310489168,-0.8705029435833775,-0.0000001516012379,-0.000000325552386,Alp,,Ara,1,85530,,427.7598314820376,Alp,2.874,2.794
17661,17702,23630,1165,,25Eta Tau,Alcyone,3.79141,24.105137,123.6094,19.35,-43.11,10.0,2.85,-2.61,B7III,-0.086,61.664507,94.489136,50.483636,0.00000116,0.00002299,-0.0000194,0.9925887748501628,0.42071400922220126,0.0000000938114472,-0.000000209003177,Eta,25,Tau,1,17661,,963.8290236239706,,,
63405,63608,113226,4932,,47Eps Vir,Vindemiatrix,13.036278,10.95915,33.6022,-275.05,19.96,-14.0,2.85,0.218,G8IIIvar,0.934,-31.782664,-8.840495,6.38806,0.00000213,0.0000471,0.00000047,3.4128895430497517,0.1912732567270875,-0.0000013334800284,0.00000009676881,Eps,47,Vir,1,63405,,71.25248247522671,,,
107213,107556,207098,8322,Gl 837,49Del Cap,Deneb Algedi,21.784011,-16.127286,11.8666,263.26,-296.23,-6.3,2.85,2.478,A5mF2 (IV),0.18,9.534405,-6.248606,-3.296196,-0.00000083,0.00001865,-0.00001458,5.703040680804334,-0.28147423843119374,0.0000012763204954,-0.000001436163565,Del,49,Cap,1,107213,,8.8879171988482,Del,2.93,2.82
118485,,60178,2890,Gl 278B,66Alp Gem,Castor B,7.576827,31.89052,15.8053,-162.69,-98.14,-1.2,2.85,1.856,A m,,-5.383676,12.292323,8.349873,0.00001024,0.00000769,-0.00000703,1.9836087168311551,0.5565945679503,-0.0000007887433769,-0.000000475800994,Alp,66,Gem,2,36744,Gl 278,15.761589049638374,,,
9217,9236,12311,591,Gl 83,Alp Hyi,,1.979451,-61.569859,22.0119,262.54,26.88,15.2,2.86,1.147,F0V,0.29,9.103629,5.191033,-19.357346,-0.00000526,0.00002925,-0.00001231,0.5182191582610731,-1.0745967597182264,0.0000012728298369,0.000000130317917,Alp,,Hyi,1,9217,,30.283076942657782,,,
96858,97165,186882,7528,,18Del Cyg,Fawaris,19.749574,45.13081,50.5817,43.22,48.44,-20.0,2.86,-0.66,B9.5III,-0.002,15.779435,-32.006459,35.8481,-0.0000006,0.00002518,-0.00000612,5.170426442444136,0.7876812218827774,0.0000002095364727,0.000000234843746,Del,18,Cyg,1,96858,,159.95580286146696,,,
30270,30343,44478,2286,,13Mu  Gem,Tejat,6.382673,22.513586,71.0227,56.84,-108.79,55.0,2.87,-1.387,M3IIIvar,1.621,-6.562116,65.281443,27.194957,-0.0000261,0.00006402,-0.00001306,1.6709799892208403,0.3929361989979738,0.000000275568096,-0.000000527428803,Mu,13,Gem,1,30270,,312.46400858061116,Mu,2.946,2.826
74717,74946,135382,5671,,Gam TrA,,15.315181,-68.679545,56.3698,-66.48,-32.0,-3.0,2.87,-0.885,A1V,0.014,-13.248562,-15.637336,-52.51191,-0.00000787,0.00001881,-0.00000032,4.00950488883882,-1.1986841874782987,-0.0000003223041348,-0.000000155140377,Gam,,TrA,1,74717,,196.7886289706845,,,
109784,110130,211416,8502,,Alp Tuc,Lang-Exster,22.308371,-60.259587,61.237,-71.48,-38.15,42.0,2.87,-1.065,K3III,1.39,27.447381,-13.018072,-53.171301,0.00000127,-0.00002409,-0.00004291,5.840317928732834,-1.0517282073686662,-0.0000003465448189,-0.000000184956419,Alp,,Tuc,1,109784,,232.2736796357105,,,
13813,13847,18622,897,,The1Eri,Acamar,2.971023,-40.304672,49.4315,-53.53,25.71,12.0,2.88,-0.59,A4III+...,0.128,26.85749,26.453029,-31.974932,0.00001851,0.00000023,-0.00000324,0.777812118193322,-0.7034492363510262,-0.0000002595207632,0.000000124645597,The-1,,Eri,1,13813,,149.96848355023724,,,
93846,94141,178524,7264,,41Pi  Sgr,Albaldah,19.162731,-21.023615,156.25,-1.17,-36.83,-10.0,2.88,-3.089,F2II/III,0.377,43.714239,-139.143552,-56.055078,-0.00000671,0.00001839,-0.00002237,5.016791345367199,-0.3669312993726825,-0.0000000056723201,-0.000000178556878,Pi,41,Sgr,1,93846,,1498.3042106226599,,,
